district_Name,property_size,property_price
,,
فيلا للبيع في حي العزيزية ، الرياض ، الرياض,500 م²,"1,500,000 ريال"
,,
فيلا للبيع في شارع البساتين ، حي الرمال ، الرياض ، الرياض,330 م²,"1,260,000 ريال"
,,
فيلا للبيع في حي المونسية ، الرياض ، الرياض,200 م²,"1,580,000 ريال"
,,
فيلا للبيع في شارع قس بن ساعدة ، حي الملك فيصل ، الرياض ، الرياض,750 م²,"2,000,000 ريال"
,,
فيلا للبيع في شارع البيان ، حي الشرق ، الرياض ، رماح,380 م²,"1,550,000 ريال"
,,
فيلا للبيع في شارع عامر بن مخلد النجاري ، حي الرمال ، الرياض ، الرياض,240 م²,"1,150,000 ريال"
,,
فيلا للبيع في شارع قلعه المرقب ، حي الحزم ، الرياض ، الرياض,270 م²,"1,050,000 ريال"
,,
فيلا للبيع في حي ظهرة نمار ، الرياض ، الرياض,315 م²,"1,500,000 ريال"
,,
فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع المجاهدين ، حي الربيع ، الرياض ، الرياض,223 م²,"2,000,000 ريال"
,,
فيلا للبيع في الشارع الأول ، حي الجزيرة ، الرياض ، الرياض,484 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع ابن الطاهري ، حي الرمال ، الرياض ، الرياض,380 م²,"1,450,000 ريال"
,,
فيلا للبيع في شارع شهاب بن ابي بكر ، حي طيبة ، الرياض ، الرياض,211 م²,"780,000 ريال"
,,
فيلا للبيع في حي قرطبة ، الرياض ، الرياض,375 م²,"2,200,000 ريال"
,,
فيلا للبيع في طريق ابي بكر الصديق ، حي النرجس ، الرياض ، الرياض,336 م²,"3,050,000 ريال"
,,
فيلا للبيع في شارع القلم ، حي طويق ، الرياض ، الرياض,200 م²,"880,000 ريال"
,,
فيلا للبيع في حي السليمانية ، الرياض ، الرياض,400 م²,"2,000,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,360 م²,"1,150,000 ريال"
,,
فيلا للبيع في شارع سعدة ، حي الشفا ، الرياض ، الرياض,318 م²,"1,160,000 ريال"
,,
فيلا للبيع في شارع سفيان بن الحارث ، حي الحزم ، الرياض ، الرياض,280 م²,"1,400,000 ريال"
,,
فيلا للبيع في شارع أبي رفاعة العدوي ، حي الرمال ، الرياض ، الرياض,300 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع احمد بن علي قدسي ، حي طويق ، الرياض ، الرياض,360 م²,"1,450,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,221 م²,"1,250,000 ريال"
,,
فيلا للبيع في حي المهدية ، الرياض ، الرياض,270 م²,"1,400,000 ريال"
,,
فيلا للبيع في شارع ابي المكارم بن مفرج ، حي عكاظ ، الرياض ، الرياض,360 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن بن اسلم ، حي طويق ، الرياض ، الرياض,200 م²,"980,000 ريال"
,,
فيلا للبيع في حي الحزم ، الرياض ، الرياض,230 م²,"940,000 ريال"
,,
فيلا للبيع في شارع رحمة بن جابر ، حي الروضة ، الرياض ، الرياض,308 م²,"2,150,000 ريال"
,,
فيلا للبيع في شارع رقم 205 ، حي الملقا ، الرياض ، الرياض,600 م²,"7,900,000 ريال"
,,
فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع يحي بن عمر الملتوني ، حي طويق ، الرياض ، الرياض,318 م²,"1,130,000 ريال"
,,
فيلا للبيع في شارع المليداء ، حي نمار ، الرياض ، الرياض,200 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع محمد بن القزاز ، حي الجنادرية ، الرياض ، الرياض,900 م²,"2,500,000 ريال"
,,
فيلا للبيع في حي ، شارع الإمام أبي حنيفة ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"980,000 ريال"
,,
فيلا للبيع في طريق الإمام عبدالله بن سعود بن عبدالعزيز ، حي اشبيلية ، الرياض ، الرياض,500 م²,"2,500,000 ريال"
,,
فيلا للبيع في شارع ابي رفاعة العدوي ، حي مطار الملك خالد الدولي ، الرياض ، الرياض,360 م²,"1,450,000 ريال"
,,
فيلا للبيع في حي ، شارع جموح بن عثمان ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"1,050,000 ريال"
,,
فيلا للبيع في الرياض ، حي المهدية ، الرياض,200 م²,"1,450,000 ريال"
,,
فيلا للبيع في شارع نجم الدين الأيوبي ، حي طويق ، الرياض ، الرياض,360 م²,"1,500,000 ريال"
,,
فيلا للبيع في شارع احمد الهمداني ، حي طويق ، الرياض ، الرياض,540 م²,"1,450,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,225 م²,"1,400,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,200,000 ريال"
,,
فيلا للبيع في حي الياسمين ، الرياض ، الرياض,337 م²,"1,900,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,223 م²,"1,260,000 ريال"
,,
فيلا للبيع في حي النرجس ، الرياض ، الرياض,325 م²,"3,200,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,250 م²,"870,000 ريال"
,,
فيلا للبيع في شارع وادي خيم ، حي بدر ، الرياض ، الرياض,346 م²,"870,000 ريال"
,,
فيلا للبيع في شارع المعزل ، حي الحزم ، الرياض ، الرياض,312 م²,"1,180,000 ريال"
,,
فيلا للبيع في حي ، شارع حارثه بن الاضبط ، حي العارض ، الرياض ، الرياض,348 م²,"2,900,000 ريال"
,,
فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في حي الياسمين ، الرياض ، الرياض,370 م²,"3,500,000 ريال"
,,
فيلا للبيع في شارع أبي القاسم الأنصاري ، حي طويق ، الرياض ، الرياض,375 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع البشور ، حي الحمراء ، الرياض ، الرياض,618 م²,"6,000,000 ريال"
,,
فيلا للبيع في ملهم ، حريملاء,1300 م²,"4,500,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,420 م²,"1,000,000 ريال"
,,
فيلا للبيع في شارع العزايزة ، حي اشبيلية ، الرياض ، الرياض,300 م²,"1,850,000 ريال"
,,
فيلا للبيع في شارع المبرد ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,150,000 ريال"
,,
فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,303 م²,"1,060,000 ريال"
,,
فيلا للبيع في الرياض ، حي طويق ، الرياض,375 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع ابي عبدالله الصقلي ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,030,000 ريال"
,,
فيلا للبيع في شارع لقاح ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,050,000 ريال"
,,
فيلا للبيع في شارع جبير بن ابي صالح ، حي طويق ، الرياض ، الرياض,300 م²,"1,500,000 ريال"
,,
فيلا للبيع في شارع مسعود بن متعب ، حي ظهرة نمار ، الرياض ، الرياض,300 م²,"1,400,000 ريال"
,,
فيلا للبيع في شارع الخضاير ، حي طويق ، الرياض ، الرياض,200 م²,"950,000 ريال"
,,
فيلا للبيع في شارع بعلبك ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,050,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,240 م²,"1,000,000 ريال"
,,
فيلا للبيع في شارع الجود ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع الذهبي ، حي طويق ، الرياض ، الرياض,200 م²,"950,000 ريال"
,,
فيلا للبيع في حي عكاظ ، الرياض ، الرياض,200 م²,"850,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,400 م²,"2,000,000 ريال"
,,
فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
,,
فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,330,000 ريال"
,,
فيلا للبيع في شارع وادي الشاطئ ، حي الرمال ، الرياض ، الرياض,300 م²,"1,500,000 ريال"
,,
فيلا للبيع في شارع مصطفي المنفلوطي ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع الدهناء ، حي الملقا ، الرياض ، الرياض,200 م²,"2,400,000 ريال"
,,
فيلا للبيع في شارع كشمير ، حي النرجس ، الرياض ، الرياض,312 م²,"2,600,000 ريال"
,,
فيلا للبيع في شارع علي البغدادي ، حي طويق ، الرياض ، الرياض,200 م²,"940,000 ريال"
,,
فيلا للبيع في شارع يحيى الطائي ، حي طويق ، الرياض ، الرياض,360 م²,"1,600,000 ريال"
,,
فيلا للبيع في شارع نهاوند ، حي العزيزية ، الرياض ، الرياض,240 م²,"850,000 ريال"
,,
فيلا للبيع في شارع البيان ، حي الشرق ، الرياض ، رماح,258 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع طيبه ، حي قرطبة ، الرياض ، الرياض,220 م²,"2,150,000 ريال"
,,
فيلا للبيع في حي ، شارع ابراهيم الدمشقي ، حي ظهرة نمار ، الرياض ، الرياض,292 م²,"1,350,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع رقم 62 ، حي الجنادرية ، الرياض ، الرياض,400 م²,"1,700,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,290 م²,"930,000 ريال"
,,
فيلا للبيع في حي ، شارع ثعلبه بن سعد الخزرجي ، حي العارض ، الرياض ، الرياض,396 م²,"3,000,000 ريال"
,,
فيلا للبيع في شارع رقم 179 ، حي الملقا ، الرياض ، الرياض,600 م²,"7,000,000 ريال"
,,
فيلا للبيع في حي الياسمين ، الرياض ، الرياض,204 م²,"1,900,000 ريال"
,,
فيلا للبيع في شارع المغيره بن نوفل ، حي عكاظ ، الرياض ، الرياض,330 م²,"1,050,000 ريال"
,,
فيلا للبيع في حي أم الحمام الغربي ، الرياض ، الرياض,525 م²,"1,800,000 ريال"
,,
فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,340 م²,"1,300,000 ريال"
,,
"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في شارع البيان ، حي الشرق ، الرياض ، رماح,367 م²,"1,700,000 ريال"
,,
فيلا للبيع في شارع سهيل بن رافع ، حي البديعة ، الرياض ، الرياض,315 م²,"1,225,000 ريال"
,,
فيلا للبيع في شارع المشاهر ، حي اليرموك ، الرياض ، الرياض,240 م²,"1,700,000 ريال"
,,
فيلا للبيع في محطة وقود ، حي العزيزية ، الرياض ، الرياض,250 م²,"1,050,000 ريال"
,,
فيلا للبيع في الجبيلة,500 م²,"1,200,000 ريال"
,,
فيلا للبيع في حي طويق ، الرياض ، الرياض,220 م²,"1,110,000 ريال"
,,
فيلا للبيع في حي مطار الملك خالد الدولي ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع المضايا ، حي ظهرة لبن ، الرياض ، الرياض,360 م²,"1,700,000 ريال"
,,
فيلا للبيع في حي المونسية ، الرياض ، الرياض,300 م²,"2,500,000 ريال"
,,
فيلا للبيع في شارع الرميم ، حي السعادة ، الرياض ، الرياض,390 م²,"1,900,000 ريال"
,,
فيلا للبيع في حي العارض ، الرياض ، الرياض,322 م²,"2,750,000 ريال"
,,
فيلا للبيع في شارع محمد بن مسلم العثيمين ، حي مطار الملك خالد الدولي ، الرياض ، الرياض,360 م²,"1,600,000 ريال"
,,
فيلا للبيع في شارع الطائف ، حي ظهرة لبن ، الرياض ، الرياض,270 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع السودة ، حي الربيع ، الرياض ، الرياض,392 م²,"4,000,000 ريال"
,,
فيلا للبيع في شارع الصفراء ، حي اشبيلية ، الرياض ، الرياض,500 م²,"1,700,000 ريال"
,,
فيلا للبيع في شارع احمد الكوفي ، حي العزيزية ، الرياض ، الرياض,360 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع سلطان بن نمر ، حي الرمال ، الرياض ، الرياض,340 م²,"1,600,000 ريال"
,,
فيلا للبيع في شارع عين نجم ، حي النرجس ، الرياض ، الرياض,300 م²,"2,650,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,386 م²,"2,000,000 ريال"
,,
فيلا للبيع في حي ، شارع احمد اسماعيل بن الحنفي ، حي ظهرة نمار ، الرياض ، الرياض,450 م²,"2,050,000 ريال"
,,
"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع رقم 290 ، حي النرجس ، الرياض ، الرياض,325 م²,"3,000,000 ريال"
,,
فيلا للبيع في شارع رقم 74 ، حي ظهرة لبن ، الرياض ، الرياض,400 م²,"1,900,000 ريال"
,,
فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
,,
فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,360 م²,"1,025,000 ريال"
,,
فيلا للبيع في حي ، شارع الامير سعود بن عبدالله بن جلوي ، حي القيروان ، الرياض ، الرياض,362 م²,"3,200,000 ريال"
,,
فيلا للبيع في شارع ابو محمد الدباس ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,312 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع ابي عامر بن صائغ ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"1,000,000 ريال"
,,
فيلا للبيع في طريق الامير مساعد بن عبدالرحمن بن فيصل ، حي العريجاء الغربية ، الرياض ، الرياض,200 م²,"1,000,000 ريال"
,,
فيلا للبيع في شارع الضياء ، حي الجنادرية ، الرياض ، الرياض,240 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع الخضراء ، حي العزيزية ، الرياض ، الرياض,300 م²,"1,130,000 ريال"
,,
فيلا للبيع في حي الربيع ، الرياض ، الرياض,407 م²,"2,700,000 ريال"
,,
فيلا للبيع في شارع ال طياش ، حي عكاظ ، الرياض ، الرياض,240 م²,"1,100,000 ريال"
,,
فيلا للبيع في حي المهدية ، الرياض ، الرياض,250 م²,"1,610,000 ريال"
,,
فيلا للبيع في شارع موسى الصنديني ، حي طويق ، الرياض ، الرياض,290 م²,"1,300,000 ريال"
,,
فيلا للبيع في حي الدار البيضاء ، الرياض ، الرياض,250 م²,"590,000 ريال"
,,
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، حي طويق ، الرياض ، الرياض,250 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع الاخلاص ، حي طويق ، الرياض ، الرياض,375 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,365 م²,"1,120,000 ريال"
,,
فيلا للبيع في شارع محمد الطلحي ، حي طويق ، الرياض ، الرياض,375 م²,"1,600,000 ريال"
,,
فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع السائب بن خباب ، حي النرجس ، الرياض ، الرياض,605 م²,"5,400,000 ريال"
,,
فيلا للبيع في شارع الفارسية ، حي الربوة ، الرياض ، الرياض,427 م²,"2,250,000 ريال"
,,
فيلا للبيع في شارع المستوي ، حي اليرموك ، الرياض ، الرياض,326 م²,"1,650,000 ريال"
,,
فيلا للبيع في حي ، شارع ابن دراج الاندلسي ، حي العريجاء الغربية ، الرياض ، الرياض,200 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع خالد بن العاص ، حي النرجس ، الرياض ، الرياض,220 م²,"1,900,000 ريال"
,,
فيلا للبيع في شارع ملهم ، حي اليرموك ، الرياض ، الرياض,312 م²,"1,500,000 ريال"
,,
فيلا للبيع في شارع عبداللطيف المبارك ، حي طويق ، الرياض ، الرياض,300 م²,"1,180,000 ريال"
,,
فيلا للبيع في شارع عمر المعدني ، حي بدر ، الرياض ، الرياض,360 م²,"950,000 ريال"
,,
فيلا للبيع في شارع ابي اسحاق البيجوري ، حي العريجاء الغربية ، الرياض ، الرياض,400 م²,"800,000 ريال"
,,
فيلا للبيع في شارع وادي رقوان ، حي بدر ، الرياض ، الرياض,390 م²,"750,000 ريال"
,,
فيلا للبيع في حي ، شارع حولي ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"1,050,000 ريال"
,,
فيلا للبيع في حي الياسمين ، الرياض ، الرياض,420 م²,"3,800,000 ريال"
,,
فيلا للبيع في شارع عامر بن الزبير ، حي النرجس ، الرياض ، الرياض,266 م²,"2,400,000 ريال"
,,
فيلا للبيع في شارع الصفار الذهبي ، حي عكاظ ، الرياض ، الرياض,260 م²,"190,000 ريال"
,,
فيلا للبيع في شارع الغزاله ، حي طيبة ، الرياض ، الرياض,304 م²,"880,000 ريال"
,,
فيلا للبيع في حي ، شارع أصيلة ، حي الصحافة ، الرياض ، الرياض,656 م²,"3,000,000 ريال"
,,
فيلا للبيع في شارع حسان بن ثابت ، حي النسيم الشرقي ، الرياض ، الرياض,300 م²,"1,520,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع رقم 330 ، حي النرجس ، الرياض ، الرياض,300 م²,"3,000,000 ريال"
,,
فيلا للبيع في شارع عبدالوهاب عرب ، حي العارض ، الرياض ، الرياض,270 م²,"2,250,000 ريال"
,,
فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
,,
فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع سليمان بن عبدالله ، حي النهضة ، الرياض ، الرياض,510 م²,"2,300,000 ريال"
,,
فيلا للبيع في شارع دباس بن راشد ، حي قرطبة ، الرياض ، الرياض,451 م²,"3,350,000 ريال"
,,
فيلا للبيع في حي طويق ، الرياض ، الرياض,200 م²,"950,000 ريال"
,,
فيلا للبيع في طريق الشيخ حسن بن حسين بن علي ، حي المونسية ، الرياض ، الرياض,210 م²,"1,850,000 ريال"
,,
فيلا للبيع في شارع ابي بكر الايوبي ، حي النسيم الغربي ، الرياض ، الرياض,625 م²,"1,000,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,226 م²,"830,000 ريال"
,,
فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,323 م²,"1,230,000 ريال"
,,
فيلا للبيع في حي المونسية ، الرياض ، الرياض,288 م²,"2,100,000 ريال"
,,
فيلا للبيع في شارع محمود الجويني ، حي طويق ، الرياض ، الرياض,375 م²,"1,750,000 ريال"
,,
فيلا للبيع في شارع سراج بن عبدالملك ، حي الشفا ، الرياض ، الرياض,275 م²,"1,100,000 ريال"
,,
فيلا للبيع في شارع الفل ، حي عكاظ ، الرياض ، الرياض,360 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع جبل حسنا ، حي الدار البيضاء ، الرياض ، الرياض,250 م²,"870,000 ريال"
,,
فيلا للبيع في شارع عوف بن عفراء ، حي طويق ، الرياض ، الرياض,450 م²,"2,000,000 ريال"
,,
فيلا للبيع في حي الدار البيضاء ، الرياض ، الرياض,405 م²,"1,200,000 ريال"
,,
فيلا للبيع في حي العارض ، الرياض ، الرياض,348 م²,"2,900,000 ريال"
,,
فيلا للبيع في شارع محمد سعيد بشاره ، حي طويق ، الرياض ، الرياض,255 م²,"1,150,000 ريال"
,,
فيلا للبيع في شارع مباركة بنت عبدالقادر الطبرية ، حي النرجس ، الرياض ، الرياض,350 م²,"3,000,000 ريال"
,,
فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,300 م²,"1,150,000 ريال"
,,
فيلا للبيع في حي ، شارع زياد الباهلي ، حي ظهرة نمار ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع لقاح ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
,,
"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
,,
فيلا للبيع في شارع محمد بن سلامه ابراهيم ، حي العارض ، الرياض ، الرياض,324 م²,"2,200,000 ريال"
,,
فيلا للبيع في حي بدر ، الرياض ، الرياض,360 م²,"950,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,312 م²,"1,500,000 ريال"
,,
فيلا للبيع في حي ، شارع عبدالله بن العاص ، حي العارض ، الرياض ، الرياض,440 م²,"3,500,000 ريال"
,,
فيلا للبيع في شارع محمد علي مغربي ، حي عكاظ ، الرياض ، الرياض,320 م²,"1,000,000 ريال"
,,
فيلا للبيع في شارع الربية ، حي العزيزية ، الرياض ، الرياض,200 م²,"820,000 ريال"
,,
فيلا للبيع في شارع ناصفه ، حي قرطبة ، الرياض ، الرياض,450 م²,"2,900,000 ريال"
,,
فيلا للبيع في شارع الدوري ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
,,
فيلا للبيع في شارع المحجر ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,080,000 ريال"
,,
فيلا للبيع في شارع ضريه ، حي طيبة ، الرياض ، الرياض,373 م²,"900,000 ريال"
,,
فيلا للبيع في شارع يافا ، حي قرطبة ، الرياض ، الرياض,255 م²,"1,800,000 ريال"
,,
فيلا للبيع في حي العارض ، الرياض ، الرياض,220 م²,"2,100,000 ريال"
,,
فيلا للبيع في شارع عمر بن عبداللطيف ، حي الرمال ، الرياض ، الرياض,300 م²,"1,270,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,380,000 ريال"
,,
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، حي طويق ، الرياض ، الرياض,360 م²,"1,500,000 ريال"
,,
فيلا للبيع في شارع ذات السلاسل ، حي النرجس ، الرياض ، الرياض,240 م²,"2,450,000 ريال"
,,
فيلا للبيع في شارع الكتاني ، حي طويق ، الرياض ، الرياض,240 م²,"1,050,000 ريال"
,,
فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,400,000 ريال"
,,
فيلا للبيع في شارع ابي عبدالله الحربي ، حي العزيزية ، الرياض ، الرياض,240 م²,"840,000 ريال"
,,
فيلا للبيع في شارع جمال الدين بن ظهيره ، حي طويق ، الرياض ، الرياض,234 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
,,
فيلا للبيع في حي ، شارع السدرة ، حي المونسية ، الرياض ، الرياض,250 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع الصبيحه ، حي اشبيلية ، الرياض ، الرياض,452 م²,"2,300,000 ريال"
,,
فيلا للبيع في حي ، شارع وادي الحسنا ، حي المهدية ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، حي طويق ، الرياض ، الرياض,375 م²,"1,180,000 ريال"
,,
فيلا للبيع في حي ، شارع نجم الدين الأيوبي ، حي ظهرة نمار ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
,,
فيلا للبيع في طريق بور سعيد ، حي طيبة ، الرياض ، الرياض,220 م²,"770,000 ريال"
,,
فيلا للبيع في شارع بني سويف ، حي المحمدية ، الرياض ، الرياض,1524 م²,"9,000,000 ريال"
,,
فيلا للبيع في حي الحزم ، الرياض ، الرياض,281 م²,"1,150,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,400,000 ريال"
,,
فيلا للبيع في حي عكاظ ، الرياض ، الرياض,350 م²,"950,000 ريال"
,,
فيلا للبيع في شارع الحناد ، حي العارض ، الرياض ، الرياض,330 م²,"2,450,000 ريال"
,,
فيلا للبيع في شارع محب الدين النويري ، حي طويق ، الرياض ، الرياض,200 م²,"980,000 ريال"
,,
فيلا للبيع في حي طيبة ، الرياض ، الرياض,300 م²,"650,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
,,
فيلا للبيع في حي العارض ، الرياض ، الرياض,440 م²,"3,300,000 ريال"
,,
فيلا للبيع في شارع عبدالرحمن الداخل ، حي طويق ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع اسعد بن احمد دهان ، حي الرمال ، الرياض ، الرياض,240 م²,"1,130,000 ريال"
,,
فيلا للبيع في شارع ابراهيم بن ابي بكر الطبري ، حي طويق ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع رقم 229 ، حي النرجس ، الرياض ، الرياض,360 م²,"3,300,000 ريال"
,,
فيلا للبيع في شارع مطلق المغيربي ، حي طويق ، الرياض ، الرياض,375 م²,"1,250,000 ريال"
,,
فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
,,
"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
,,
فيلا للبيع في شارع نجم الدين الأيوبي ، حي طويق ، الرياض ، الرياض,300 م²,"1,140,000 ريال"
,,
فيلا للبيع في حي النرجس ، الرياض ، الرياض,300 م²,"2,650,000 ريال"
,,
فيلا للبيع في شارع محمد بن يوسف الشيبي ، حي الرمال ، الرياض ، الرياض,288 م²,"1,500,000 ريال"
,,
فيلا للبيع في طريق العزيزية ، حي الدار البيضاء ، الرياض ، الرياض,270 م²,"920,000 ريال"
,,
فيلا للبيع في حي الرمال ، الرياض ، الرياض,318 م²,"1,400,000 ريال"
,,
فيلا للبيع في شارع نجم الدين ابو حامد ، حي طويق ، الرياض ، الرياض,375 م²,"1,280,000 ريال"
,,
فيلا للبيع في شارع عباده بن عمرو الانصاري ، حي الرمال ، الرياض ، الرياض,250 م²,"1,450,000 ريال"
,,
فيلا للبيع في شارع ابن صديق ، حي طيبة ، الرياض ، الرياض,250 م²,"850,000 ريال"
,,
