,district_Name,property_size,property_price
20599,فيلا للبيع في شارع وادي الشاطئ ، حي الرمال ، الرياض ، الرياض,300 م²,"1,500,000 ريال"
20601,فيلا للبيع في شارع مصطفي المنفلوطي ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
20603,فيلا للبيع في شارع الدهناء ، حي الملقا ، الرياض ، الرياض,200 م²,"2,400,000 ريال"
20605,فيلا للبيع في شارع كشمير ، حي النرجس ، الرياض ، الرياض,312 م²,"2,600,000 ريال"
20607,فيلا للبيع في شارع علي البغدادي ، حي طويق ، الرياض ، الرياض,200 م²,"940,000 ريال"
20609,فيلا للبيع في شارع يحيى الطائي ، حي طويق ، الرياض ، الرياض,360 م²,"1,600,000 ريال"
20611,فيلا للبيع في شارع نهاوند ، حي العزيزية ، الرياض ، الرياض,240 م²,"850,000 ريال"
20613,فيلا للبيع في شارع البيان ، حي الشرق ، الرياض ، رماح,258 م²,"1,300,000 ريال"
20615,فيلا للبيع في شارع طيبه ، حي قرطبة ، الرياض ، الرياض,220 م²,"2,150,000 ريال"
20617,فيلا للبيع في حي ، شارع ابراهيم الدمشقي ، حي ظهرة نمار ، الرياض ، الرياض,292 م²,"1,350,000 ريال"
20619,فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
20621,فيلا للبيع في شارع رقم 62 ، حي الجنادرية ، الرياض ، الرياض,400 م²,"1,700,000 ريال"
20623,فيلا للبيع في حي بدر ، الرياض ، الرياض,290 م²,"930,000 ريال"
20625,فيلا للبيع في حي ، شارع ثعلبه بن سعد الخزرجي ، حي العارض ، الرياض ، الرياض,396 م²,"3,000,000 ريال"
20627,فيلا للبيع في شارع رقم 179 ، حي الملقا ، الرياض ، الرياض,600 م²,"7,000,000 ريال"
20629,فيلا للبيع في حي الياسمين ، الرياض ، الرياض,204 م²,"1,900,000 ريال"
20631,فيلا للبيع في شارع المغيره بن نوفل ، حي عكاظ ، الرياض ، الرياض,330 م²,"1,050,000 ريال"
20633,فيلا للبيع في حي أم الحمام الغربي ، الرياض ، الرياض,525 م²,"1,800,000 ريال"
20635,فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,340 م²,"1,300,000 ريال"
20637,"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
20639,فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
20641,فيلا للبيع في شارع البيان ، حي الشرق ، الرياض ، رماح,367 م²,"1,700,000 ريال"
20643,فيلا للبيع في شارع سهيل بن رافع ، حي البديعة ، الرياض ، الرياض,315 م²,"1,225,000 ريال"
20645,فيلا للبيع في شارع المشاهر ، حي اليرموك ، الرياض ، الرياض,240 م²,"1,700,000 ريال"
20647,فيلا للبيع في محطة وقود ، حي العزيزية ، الرياض ، الرياض,250 م²,"1,050,000 ريال"
20649,فيلا للبيع في الجبيلة,500 م²,"1,200,000 ريال"
20651,فيلا للبيع في حي طويق ، الرياض ، الرياض,220 م²,"1,110,000 ريال"
20653,فيلا للبيع في حي مطار الملك خالد الدولي ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
20655,فيلا للبيع في شارع المضايا ، حي ظهرة لبن ، الرياض ، الرياض,360 م²,"1,700,000 ريال"
20657,فيلا للبيع في حي المونسية ، الرياض ، الرياض,300 م²,"2,500,000 ريال"
20659,فيلا للبيع في شارع الرميم ، حي السعادة ، الرياض ، الرياض,390 م²,"1,900,000 ريال"
20661,فيلا للبيع في حي العارض ، الرياض ، الرياض,322 م²,"2,750,000 ريال"
20663,فيلا للبيع في شارع محمد بن مسلم العثيمين ، حي مطار الملك خالد الدولي ، الرياض ، الرياض,360 م²,"1,600,000 ريال"
20665,فيلا للبيع في شارع الطائف ، حي ظهرة لبن ، الرياض ، الرياض,270 م²,"1,350,000 ريال"
20667,فيلا للبيع في شارع السودة ، حي الربيع ، الرياض ، الرياض,392 م²,"4,000,000 ريال"
20669,فيلا للبيع في شارع الصفراء ، حي اشبيلية ، الرياض ، الرياض,500 م²,"1,700,000 ريال"
20671,فيلا للبيع في شارع احمد الكوفي ، حي العزيزية ، الرياض ، الرياض,360 م²,"1,350,000 ريال"
20673,فيلا للبيع في شارع سلطان بن نمر ، حي الرمال ، الرياض ، الرياض,340 م²,"1,600,000 ريال"
20675,فيلا للبيع في شارع عين نجم ، حي النرجس ، الرياض ، الرياض,300 م²,"2,650,000 ريال"
20677,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,386 م²,"2,000,000 ريال"
20679,فيلا للبيع في حي ، شارع احمد اسماعيل بن الحنفي ، حي ظهرة نمار ، الرياض ، الرياض,450 م²,"2,050,000 ريال"
20681,"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
20683,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
20685,فيلا للبيع في شارع رقم 290 ، حي النرجس ، الرياض ، الرياض,325 م²,"3,000,000 ريال"
20687,فيلا للبيع في شارع رقم 74 ، حي ظهرة لبن ، الرياض ، الرياض,400 م²,"1,900,000 ريال"
20689,فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
20691,فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,360 م²,"1,025,000 ريال"
20693,فيلا للبيع في حي ، شارع الامير سعود بن عبدالله بن جلوي ، حي القيروان ، الرياض ، الرياض,362 م²,"3,200,000 ريال"
20695,فيلا للبيع في شارع ابو محمد الدباس ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
20697,فيلا للبيع في حي الرمال ، الرياض ، الرياض,312 م²,"1,250,000 ريال"
20699,فيلا للبيع في شارع ابي عامر بن صائغ ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"1,000,000 ريال"
20701,فيلا للبيع في طريق الامير مساعد بن عبدالرحمن بن فيصل ، حي العريجاء الغربية ، الرياض ، الرياض,200 م²,"1,000,000 ريال"
20703,فيلا للبيع في شارع الضياء ، حي الجنادرية ، الرياض ، الرياض,240 م²,"1,250,000 ريال"
20705,فيلا للبيع في شارع الخضراء ، حي العزيزية ، الرياض ، الرياض,300 م²,"1,130,000 ريال"
20707,فيلا للبيع في حي الربيع ، الرياض ، الرياض,407 م²,"2,700,000 ريال"
20709,فيلا للبيع في شارع ال طياش ، حي عكاظ ، الرياض ، الرياض,240 م²,"1,100,000 ريال"
20711,فيلا للبيع في حي المهدية ، الرياض ، الرياض,250 م²,"1,610,000 ريال"
20713,فيلا للبيع في شارع موسى الصنديني ، حي طويق ، الرياض ، الرياض,290 م²,"1,300,000 ريال"
20715,فيلا للبيع في حي الدار البيضاء ، الرياض ، الرياض,250 م²,"590,000 ريال"
20717,فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، حي طويق ، الرياض ، الرياض,250 م²,"1,100,000 ريال"
20719,فيلا للبيع في شارع الاخلاص ، حي طويق ، الرياض ، الرياض,375 م²,"1,200,000 ريال"
20721,فيلا للبيع في شارع احمد بن الخطاب ، حي طويق ، الرياض ، الرياض,365 م²,"1,120,000 ريال"
20723,فيلا للبيع في شارع محمد الطلحي ، حي طويق ، الرياض ، الرياض,375 م²,"1,600,000 ريال"
20725,فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
20727,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
20729,فيلا للبيع في شارع السائب بن خباب ، حي النرجس ، الرياض ، الرياض,605 م²,"5,400,000 ريال"
20731,فيلا للبيع في شارع الفارسية ، حي الربوة ، الرياض ، الرياض,427 م²,"2,250,000 ريال"
20733,فيلا للبيع في شارع المستوي ، حي اليرموك ، الرياض ، الرياض,326 م²,"1,650,000 ريال"
20735,فيلا للبيع في حي ، شارع ابن دراج الاندلسي ، حي العريجاء الغربية ، الرياض ، الرياض,200 م²,"1,100,000 ريال"
20737,فيلا للبيع في شارع خالد بن العاص ، حي النرجس ، الرياض ، الرياض,220 م²,"1,900,000 ريال"
20739,فيلا للبيع في شارع ملهم ، حي اليرموك ، الرياض ، الرياض,312 م²,"1,500,000 ريال"
20741,فيلا للبيع في شارع عبداللطيف المبارك ، حي طويق ، الرياض ، الرياض,300 م²,"1,180,000 ريال"
20743,فيلا للبيع في شارع عمر المعدني ، حي بدر ، الرياض ، الرياض,360 م²,"950,000 ريال"
20745,فيلا للبيع في شارع ابي اسحاق البيجوري ، حي العريجاء الغربية ، الرياض ، الرياض,400 م²,"800,000 ريال"
20747,فيلا للبيع في شارع وادي رقوان ، حي بدر ، الرياض ، الرياض,390 م²,"750,000 ريال"
20749,فيلا للبيع في حي ، شارع حولي ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"1,050,000 ريال"
20751,فيلا للبيع في حي الياسمين ، الرياض ، الرياض,420 م²,"3,800,000 ريال"
20753,فيلا للبيع في شارع عامر بن الزبير ، حي النرجس ، الرياض ، الرياض,266 م²,"2,400,000 ريال"
20755,فيلا للبيع في شارع الصفار الذهبي ، حي عكاظ ، الرياض ، الرياض,260 م²,"190,000 ريال"
20757,فيلا للبيع في شارع الغزاله ، حي طيبة ، الرياض ، الرياض,304 م²,"880,000 ريال"
20759,فيلا للبيع في حي ، شارع أصيلة ، حي الصحافة ، الرياض ، الرياض,656 م²,"3,000,000 ريال"
20761,فيلا للبيع في شارع حسان بن ثابت ، حي النسيم الشرقي ، الرياض ، الرياض,300 م²,"1,520,000 ريال"
20763,فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,300,000 ريال"
20765,فيلا للبيع في شارع رقم 330 ، حي النرجس ، الرياض ، الرياض,300 م²,"3,000,000 ريال"
20767,فيلا للبيع في شارع عبدالوهاب عرب ، حي العارض ، الرياض ، الرياض,270 م²,"2,250,000 ريال"
